Postal Code,VIN,Stock Num,MSRP,Year,Make,Model,Ext. Warranty Miles,Lender,Purchase Date,Sales Type,Purchase Type,Sale Price
62677,5NPET46C89H481783,43943A,"$8,522.00 ",2009,HYUNDAI,SONATA,0,CONVERSION - DO NOT USE,11/21/2012 0:00,Used Vehicle,Cash,"$8,522.00 "
62702,4T4BE46K49R083143,K27469A,"$18,695.00 ",2009,TOYOTA,CAMRY,0,CONVERSION - DO NOT USE,7/6/2012 0:00,Used Vehicle,Finance,"$18,695.00 "
0,JF2SH6CCXAH774433,43114,"$23,974.00 ",2010,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,4/19/2010 0:00,New Vehicle,Finance,"$23,974.00 "
62712,1C6RD7FT1CS260770,23773,"$32,582.00 ",2012,DODGE TRUCK,RAM 1500,0,GM FINANCIAL,9/29/2012 0:00,New Vehicle,Finance,"$32,582.00 "
62702,1FTPX14564NB92670,23238A,"$13,628.00 ",2004,FORD TRUCK,F-150,0,CONVERSION - DO NOT USE,2/27/2012 0:00,Used Vehicle,Cash,"$13,628.00 "
62704,2CNDL53F186324059,K27079A,"$18,000.00 ",2008,CHEVROLET TRUCK,EQUINOX,71854,CONVERSION - DO NOT USE,11/26/2011 0:00,Used Vehicle,Finance,"$18,000.00 "
62638,1B3CB4HA4AD630384,99875,"$13,375.00 ",2010,DODGE,CALIBER,0,CONVERSION - DO NOT USE,1/12/2012 0:00,Used Vehicle,Cash,"$13,375.00 "
62629-1674,1C3EL56R44N175509,K26051A,"$6,217.00 ",2004,CHRYSLER,SEBRING,0,PREMIER BANK OF JACKSONVILLE,11/26/2011 0:00,Used Vehicle,Finance,"$6,217.00 "
62561,2D4RN5D10AR238823,21210,"$27,000.00 ",2010,DODGE TRUCK,GRAND CARAVAN,0,GM FINANCIAL,3/30/2010 0:00,New Vehicle,Finance,"$27,000.00 "
62701-1726,4S4BSENC0H3282326,45447,"$38,087.00 ",2017,SUBARU,OUTBACK,0,,11/10/2016 0:00,Used Vehicle,Cash,"$36,403.95 "
62704-5202,2C4RDGBG2GR170388,27835,"$21,990.00 ",2016,DODGE,GRAND CARAVAN (3.6L),0,CHRYSLER CAPITAL,4/12/2016 0:00,New Vehicle,Finance,"$21,990.00 "
62612,2C3CDXJG6GH211672,5158C,"$38,282.00 ",2016,DODGE,CHARGER,0,CEFCU,8/20/2016 0:00,Used Vehicle,Finance,"$38,282.00 "
62712,3C4PDCABXGT148402,27564,"$22,240.00 ",2016,DODGE TRUCK,JOURNEY,0,HEARTLAND CREDIT UNION,3/19/2016 0:00,New Vehicle,Finance,"$22,240.00 "
62629-1010,JF2SKAWC3KH405012,5000,"$36,294.00 ",2019,SUBARU,FORESTER,72000,HEARTLAND CREDIT UNION,10/18/2018 0:00,New Vehicle,Finance,"$35,494.00 "
62707,2C3CDYAG8DH737223,24614,"$31,226.00 ",2013,DODGE,CHALLENGER,0,CONVERSION - DO NOT USE,11/21/2013 0:00,New Vehicle,Cash,"$31,226.00 "
62378,4S4BSANC8J3213222,45803,"$36,531.00 ",2018,SUBARU,OUTBACK,0,,9/23/2017 0:00,New Vehicle,Cash,"$35,130.00 "
62568,WVWBA71F58V027498,24228B,"$13,647.00 ",2008,VOLKSWAGEN,EOS,0,CEFCU,6/10/2013 0:00,Used Vehicle,Finance,"$13,647.00 "
62702,3C4PDDAG2GT221263,88626,"$41,660.00 ",2016,DODGE,JOURNEY,75000,CEFCU,3/20/2017 0:00,Used Vehicle,Finance,"$16,990.00 "
62563-7970,4S3BNAN64J3038019,46168,"$32,873.00 ",2018,SUBARU,LEGACY,0,JP MORGAN CHASE BANK NA,4/20/2018 0:00,Used Vehicle,Finance,"$31,615.00 "
62703,1G1AK15F367746419,24660A,"$5,860.70 ",2006,CHEVROLET,COBALT,0,CAPITAL ONE AUTO FINANCE,10/31/2013 0:00,Used Vehicle,Finance,"$5,860.70 "
62677-9701,3C6UD5CL1CG291415,23733,"$47,816.72 ",2012,RAM,2500 DIESEL (6.7L),0,CONVERSION - DO NOT USE,12/7/2012 0:00,New Vehicle,Finance,"$47,816.72 "
62629,5XXGU4L38HG143823,K29288,"$26,555.00 ",2017,KIA,OPTIMA,100000,CEFCU,3/4/2017 0:00,New Vehicle,Finance,"$24,258.00 "
62363,1C6RR7KTXES115673,29247A,"$22,990.00 ",2014,RAM,1500 (5.7L),75000,1st MID AMERICA,11/28/2018 0:00,Used Vehicle,Finance,"$18,819.00 "
62618-1225,5XYKUCA67DG412935,29169A,"$19,990.00 ",2013,KIA,SORENTO,36000,,3/18/2017 0:00,Used Vehicle,Cash,"$16,900.00 "
62615,1C4NJDBB9CD549122,88292A,"$16,000.00 ",2012,JEEP,COMPASS,0,HEARTLAND CREDIT UNION,3/21/2015 0:00,Used Vehicle,Finance,"$16,000.00 "
62661,JF2SJALC7JH473996,46003,"$32,647.00 ",2018,SUBARU,FORESTER,0,,4/16/2018 0:00,New Vehicle,Cash,"$30,714.00 "
62703-5054,4S4BP61C797316219,40773,"$24,472.00 ",2009,SUBARU,OUTBACK 2.5I,70000,JP MORGAN CHASE BANK NA,3/13/2009 0:00,Used Vehicle,Finance,"$24,472.00 "
62711,JF2SJAEC6JH541640,46102,"$28,568.00 ",2018,SUBARU,FORESTER,0,,7/27/2018 0:00,New Vehicle,Cash,"$27,417.00 "
62033,JF2SJAEC4HH437917,45332,"$26,258.00 ",2017,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,9/6/2016 0:00,Used Vehicle,Cash,"$26,258.00 "
62629,2C4RDGBG9ER361836,25507,"$25,690.00 ",2014,DODGE TRUCK,GRAND CARAVAN,75000,CHRYSLER CAPITAL,6/13/2014 0:00,New Vehicle,Finance,"$25,690.00 "
62629,1C6RR6GG9ES160979,25625,"$40,730.00 ",2014,DODGE TRUCK,RAM 1500,100204,CHRYSLER CAPITAL,6/11/2014 0:00,New Vehicle,Finance,"$40,730.00 "
62675-6708,JN8AF5MV2CT125210,46138A,"$16,990.00 ",2012,NISSAN,JUKE,75000,AMERICREDIT FINANCIAL SERVICES INC,5/4/2018 0:00,Used Vehicle,Finance,"$14,600.00 "
62702,KNALN4D7XF5168833,K29214A,"$31,593.00 ",2015,KIA,CADENZA,75000,PNC BANK NA,12/8/2016 0:00,Used Vehicle,Finance,"$26,132.00 "
62689,1C4NJCBA7DD166492,29222A,"$13,990.00 ",2013,JEEP,COMPASS (2.0L),36000,PRESTIGE FINANCIAL SERVICES INC,4/25/2017 0:00,Used Vehicle,Finance,"$11,890.00 "
62615,4S4BRCGC4A3343583,43055,"$26,628.00 ",2010,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,12/24/2009 0:00,New Vehicle,Finance,"$26,628.00 "
62401,JF2SJAHC8GH544205,45235,"$30,686.00 ",2016,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,5/27/2016 0:00,New Vehicle,Finance,"$30,686.00 "
62684-8024,5XXGN4A77EG304449,K28346,"$28,999.00 ",2014,KIA,OPTIMA,0,KIA MOTORS FINANCE,2/24/2014 0:00,Used Vehicle,Finance,"$28,999.00 "
62661,KNAGM4A74B5187803,K26056,"$22,245.00 ",2011,KIA,OPTIMA,0,TD AUTO FINANCE LLC,11/28/2011 0:00,New Vehicle,Finance,"$22,245.00 "
62712,KNAFU5A20B5353871,K25765,"$18,465.00 ",2011,KIA,FORTE,100000,CONVERSION - DO NOT USE,12/31/2010 0:00,New Vehicle,Finance,"$18,465.00 "
62561-9585,1C4SDHCT8GC502071,88641,"$37,990.00 ",2016,DODGE,DURANGO,100000,CEFCU,4/19/2017 0:00,Used Vehicle,Finance,"$37,990.00 "
62670-4570,3KPA24AB5JE071547,K29514,"$17,044.00 ",2018,KIA,RIO,75000,CEFCU,12/21/2017 0:00,Used Vehicle,Finance,"$16,827.00 "
62301-3624,1C6RR7FT0ES328027,27747A,"$26,898.77 ",2014,RAM,RAM 1500,0,CONVERSION - DO NOT USE,8/27/2016 0:00,New Vehicle,Finance,"$26,898.77 "
62563-9200,3C6JR6AG6FG559539,26406,"$30,275.00 ",2015,DODGE TRUCK,RAM 1500,0,US BANK NA,3/27/2015 0:00,New Vehicle,Finance,"$30,275.00 "
62711,2C4GM684X5R498430,5043B,"$3,750.00 ",2005,CHRYSLER,PACIFICA,75000,HEARTLAND CREDIT UNION,9/22/2018 0:00,Used Vehicle,Finance,"$3,750.00 "
62640,JF1GJAC68CH027444,43895,"$22,078.00 ",2012,SUBARU,IMPREZA SEDAN,100000,JP MORGAN CHASE BANK NA,7/11/2012 0:00,New Vehicle,Finance,"$22,078.00 "
62545,3D7JV1EP6BG535100,22325,"$27,825.00 ",2011,RAM,1500 (4.7L),0,BANK OF AMERICA,4/1/2011 0:00,New Vehicle,Finance,"$27,825.00 "
62711,1C6RR7NTXFS705434,26907,"$52,411.00 ",2015,DODGE TRUCK,RAM 1500,0,CHRYSLER CAPITAL,8/14/2015 0:00,New Vehicle,Finance,"$52,411.00 "
62613-9766,KNAGT4L37G5105177,K29147,"$23,640.00 ",2016,KIA,OPTIMA,0,KIA MOTORS FINANCE,12/24/2016 0:00,Used Vehicle,Finance,"$23,741.00 "
62615,5J6RW2H5XHL035960,45898A,"$29,990.00 ",2017,HONDA,CR-V,100000,,12/29/2017 0:00,Used Vehicle,Cash,"$28,704.00 "
62712,1G4GC5E39DF226929,88217,"$23,519.00 ",2013,BUICK,LACROSSE,0,HEARTLAND CREDIT UNION,10/24/2014 0:00,Used Vehicle,Finance,"$23,519.00 "
62033-1837,5XYKT4A68FG568445,K28393,"$25,340.00 ",2015,KIA,SORENTO,0,CONVERSION - DO NOT USE,8/26/2014 0:00,Used Vehicle,Cash,"$25,340.00 "
62675,1C6RR7NT2GS187224,29433A,"$29,805.67 ",2016,RAM,1500 (5.7L),0,,9/18/2017 0:00,Used Vehicle,Cash,"$29,805.67 "
62650-6346,5XYKUDA26BG091924,K25647,"$30,100.00 ",2011,KIA,SORENTO,100000,CONVERSION - DO NOT USE,2/11/2011 0:00,Used Vehicle,Finance,"$30,100.00 "
62558,3C63DRML0CG321201,88602,"$49,990.00 ",2012,DODGE TRUCK,RAM 3500,36000,HEARTLAND CREDIT UNION,2/13/2017 0:00,Used Vehicle,Finance,"$48,869.00 "
62711,4S4WMAFDXK3402135,40003,"$37,265.00 ",2019,SUBARU,ASCENT,59999,HEARTLAND CREDIT UNION,7/6/2018 0:00,Used Vehicle,Finance,"$35,547.00 "
62703-4980,5XYKT3A64EG504847,K28668A,"$19,999.00 ",2014,KIA,SORENTO,0,AMERICREDIT FINANCIAL SERVICES INC,7/7/2015 0:00,Used Vehicle,Finance,"$19,999.00 "
62670,3D73Y4CL9AG160710,24461A,"$37,000.00 ",2010,DODGE TRUCK,RAM 3500,0,HEARTLAND,6/26/2013 0:00,New Vehicle,Finance,"$37,000.00 "
62712,2C3CDZFJ2FH732922,88646,"$38,990.00 ",2015,DODGE,CHALLENGER,36000,CEFCU,4/7/2017 0:00,Used Vehicle,Finance,"$35,750.00 "
62703-1013,JA4AD3A32FZ001717,29846A,"$16,990.00 ",2015,MITSUBISHI,OUTLANDER,0,CREDIT ACCEPTANCE CORP,6/25/2018 0:00,Used Vehicle,Finance,"$15,603.00 "
62711-8024,4S3BNBC6XF3022648,44582,"$22,919.00 ",2015,SUBARU,LEGACY,0,CONVERSION - DO NOT USE,9/25/2014 0:00,Used Vehicle,Cash,"$22,919.00 "
62707,2C4RDGCG4JR173475,29731,"$35,579.00 ",2018,DODGE,GRAND CARAVAN,125000,HEARTLAND CREDIT UNION,4/20/2018 0:00,New Vehicle,Finance,"$34,930.00 "
62707,JF1SG63687H743286,43879A,"$15,990.00 ",2007,SUBARU,FORESTER,0,BANK OF AMERICA,6/27/2012 0:00,Used Vehicle,Finance,"$15,990.00 "
62707,1C6RR7GT4ES365225,88701,"$29,174.00 ",2014,RAM,1500,0,CAPITAL ONE AUTO FINANCE,2/10/2015 0:00,Used Vehicle,Finance,"$29,174.00 "
62650,1C6RR7NM8HS882222,29688,"$53,739.00 ",2017,RAM,1500,0,CITIZENS ONE AUTO FINANCE,1/25/2018 0:00,New Vehicle,Finance,"$51,083.00 "
62526-4363,3C63D3GL9CG321156,145698,"$43,250.00 ",2012,DODGE TRUCK,RAM 3500,0,CONVERSION - DO NOT USE,11/19/2012 0:00,Used Vehicle,Cash,"$43,250.00 "
62712-7544,1C6RR7VM9FS594500,26562,"$45,690.00 ",2015,DODGE TRUCK,RAM 1500,0,CHRYSLER CAPITAL,1/28/2015 0:00,New Vehicle,Finance,"$45,690.00 "
62703-5273,4S3BNEJ64F3019040,45427A,"$24,990.00 ",2015,SUBARU,LEGACY,24000,CEFCU,3/24/2017 0:00,Used Vehicle,Finance,"$24,133.00 "
62629,1C6RR6FG2ES358496,25582,"$30,265.00 ",2014,RAM,1500 (3.6L),0,CHRYSLER CAPITAL,9/13/2014 0:00,New Vehicle,Finance,"$30,265.00 "
37043,1C6RR6KG6ES363867,25553,"$34,061.00 ",2014,DODGE TRUCK,RAM 1500,100000,CHRYSLER CAPITAL,6/14/2014 0:00,New Vehicle,Finance,"$34,061.00 "
62702,4M2CU29349KJ09714,45991A,"$9,990.00 ",2009,MERCURY,MARINER HYBRID,24000,ALLY FINANCIAL,1/20/2018 0:00,Used Vehicle,Finance,"$8,692.00 "
62704-3905,3C4PDCAB0ET152908,25217,"$21,549.06 ",2014,DODGE TRUCK,JOURNEY,0,CHRYSLER CAPITAL,11/25/2013 0:00,New Vehicle,Finance,"$21,549.06 "
62563-9704,1C4RDJEG8EC391122,25345,"$44,101.00 ",2014,DODGE TRUCK,DURANGO,0,US BANK NA,1/15/2014 0:00,New Vehicle,Finance,"$44,101.00 "
62702-2537,KNDJP3A58G7361232,K29119,"$20,995.00 ",2016,KIA,SOUL,0,KIA MOTORS FINANCE,9/14/2016 0:00,Used Vehicle,Finance,"$20,995.00 "
62704-5129,5XYKT4A69FG588008,K28452,"$28,320.00 ",2015,KIA,SORENTO,0,1st MID AMERICA,2/27/2015 0:00,Used Vehicle,Finance,"$28,320.00 "
62629,1C6RD7KT8CS325555,23723,"$36,385.00 ",2012,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,3/25/2013 0:00,New Vehicle,Cash,"$36,385.00 "
62708,2C3CDYBT3CH254717,25402A,"$29,500.00 ",2012,DODGE,CHALLENGER,75000,CHRYSLER CAPITAL,6/9/2014 0:00,New Vehicle,Finance,"$29,500.00 "
62522,KNDJP3A59E7094289,K28508,"$19,000.00 ",2014,KIA,SOUL,100000,CONVERSION - DO NOT USE,9/19/2014 0:00,Used Vehicle,Finance,"$19,000.00 "
62702,3KPFL4A76JE247438,K29600,"$19,844.00 ",2018,KIA,FORTE,0,CONSUMER PORTFOLIO SERVICE INC,8/4/2018 0:00,New Vehicle,Finance,"$18,900.00 "
62712,2B3CJ4DV8AH200548,25620A,"$17,500.00 ",2010,DODGE,CHALLENGER,0,CONVERSION - DO NOT USE,9/18/2014 0:00,New Vehicle,Cash,"$17,500.00 "
62675,1FTYR10U42PB24865,29589B,"$7,990.00 ",2002,FORD,RANGER,0,,5/26/2018 0:00,Used Vehicle,Cash,"$7,238.00 "
62702,1C3CDFCAXDD153464,25487A,"$19,995.00 ",2013,DODGE,DART,109937,1st MID AMERICA,6/10/2014 0:00,New Vehicle,Finance,"$19,995.00 "
62650,KNDJP3A58F7774847,K28761,"$19,740.00 ",2015,KIA,SOUL,0,KIA MOTORS FINANCE,8/1/2015 0:00,New Vehicle,Finance,"$19,740.00 "
62629,5XXGR4A66DG136006,K27812,"$30,460.00 ",2013,KIA,OPTIMA,0,US BANK NA,12/14/2012 0:00,New Vehicle,Finance,"$30,460.00 "
62703,3C63RRJL0GG339399,,"$41,984.00 ",2016,RAM,3500,0,,12/16/2016 0:00,Used Vehicle,Cash,"$62,915.00 "
62530-9714,KNADE123986307253,99585,"$7,990.00 ",2008,KIA,RIO,0,PREMIER BANK OF JACKSONVILLE,7/3/2010 0:00,Used Vehicle,Finance,"$7,990.00 "
62618,1C4RDJAG2FC772245,26642,"$36,740.00 ",2015,DODGE TRUCK,DURANGO,0,CONVERSION - DO NOT USE,4/25/2015 0:00,New Vehicle,Finance,"$36,740.00 "
62703,1C6RD6FT8CS302250,23608,"$32,544.00 ",2012,DODGE TRUCK,RAM 1500,0,HEARTLAND,9/22/2012 0:00,New Vehicle,Finance,"$32,544.00 "
62702,1C6RR7FT6ES221001,27868A,"$24,218.00 ",2014,RAM,1500,0,CEFCU,5/7/2016 0:00,Used Vehicle,Finance,"$24,218.00 "
62703-3447,3C6RR7KT7FG676227,26757,"$48,375.00 ",2015,DODGE TRUCK,RAM 1500,75000,PNC BANK NA,6/20/2015 0:00,New Vehicle,Finance,"$48,375.00 "
62704-5230,4S3BMCK67A3245636,43131,"$25,871.00 ",2010,SUBARU,LEGACY 2.5I,0,JP MORGAN CHASE BANK NA,5/29/2010 0:00,Used Vehicle,Finance,"$25,871.00 "
62540-0976,2C4RDGBG8ER309811,25488,"$21,390.00 ",2014,DODGE TRUCK,GRAND CARAVAN,0,CHRYSLER CAPITAL,4/4/2014 0:00,New Vehicle,Finance,"$21,390.00 "
62704,1FMHK7D86BGA34276,45869B,"$16,990.00 ",2011,FORD,EXPLORER,36000,CEFCU,1/19/2018 0:00,Used Vehicle,Finance,"$16,158.00 "
62684-9479,1C6RR7FP5DS611816,24681,"$32,669.00 ",2013,DODGE TRUCK,RAM 1500,0,CHRYSLER CAPITAL,9/12/2013 0:00,New Vehicle,Finance,"$32,669.00 "
62702,JTEBU5JR5G5356573,45985A,"$37,990.00 ",2016,TOYOTA,4RUNNER,75000,1st MID AMERICA,6/28/2018 0:00,Used Vehicle,Finance,"$33,660.00 "
62711-7299,4S4BRCKC2B3346782,43547,"$29,599.00 ",2011,SUBARU,OUTBACK 2.5I,0,JP MORGAN CHASE BANK NA,9/30/2010 0:00,Used Vehicle,Finance,"$29,599.00 "
62691,1GNALBEK7FZ144061,K29430A,"$17,990.00 ",2015,CHEVROLET,EQUINOX,0,,9/23/2017 0:00,Used Vehicle,Cash,"$16,000.00 "
62530-9747,1C6RR7YT3HS759771,29304,"$56,159.00 ",2017,RAM,1500 (5.7L),0,,6/30/2017 0:00,New Vehicle,Cash,"$51,750.00 "
62650,5XYKUDA11BG016278,K3149A,"$10,990.00 ",2011,KIA,SORENTO,75000,HEARTLAND CREDIT UNION,2/18/2019 0:00,Used Vehicle,Finance,"$8,900.00 "
62650-2808,2C3CDXHG7JH289617,29812,"$39,494.00 ",2018,DODGE,CHARGER,50000,,8/17/2018 0:00,New Vehicle,Cash,"$39,043.00 "
62656,JF2SJAFC2FH820945,44801,"$28,029.00 ",2015,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,6/15/2015 0:00,New Vehicle,Cash,"$28,029.00 "
62522,3D7KS29A67G835767,23253B,"$34,662.00 ",2007,DODGE TRUCK,RAM 2500 MEGA,79024,CONVERSION - DO NOT USE,5/14/2012 0:00,Used Vehicle,Cash,"$34,662.00 "
62704,KNDMG4C71B6387686,K25935,"$25,537.00 ",2011,KIA,SEDONA,0,CONVERSION - DO NOT USE,4/12/2011 0:00,New Vehicle,Cash,"$25,537.00 "
62670-6680,1ZWFT61L715621598,K27418B,"$6,137.00 ",2001,MERCURY,COUGAR,125587,CONVERSION - DO NOT USE,5/12/2012 0:00,Used Vehicle,Cash,"$6,137.00 "
62172,4S3BNBN6XG3026424,45055,"$28,756.00 ",2016,SUBARU,LEGACY,0,JP MORGAN CHASE BANK NA,1/8/2016 0:00,Used Vehicle,Finance,"$28,756.00 "
33953,1C6RR7FT5ES437146,25818,"$39,850.00 ",2014,DODGE TRUCK,RAM 1500,0,CHRYSLER CAPITAL,10/20/2014 0:00,New Vehicle,Finance,"$39,850.00 "
62684-9709,JF1GJAD61CH016929,27690B,"$13,075.00 ",2012,SUBARU,IMPREZA 2.0I,0,CEFCU,7/7/2016 0:00,Used Vehicle,Finance,"$13,075.00 "
62711-6765,JF2SJAUC8FH837459,44835,"$29,579.00 ",2015,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,7/10/2015 0:00,Used Vehicle,Cash,"$29,579.00 "
62629,1D3HV13T19S746627,20262,"$40,339.00 ",2009,DODGE TRUCK,RAM 1500,75000,HEARTLAND CREDIT UNION,1/31/2009 0:00,New Vehicle,Finance,"$40,339.00 "
62703,1C3CDFEB6FD160212,26351M,"$13,280.00 ",2015,DODGE,DART (2.4L),60000,CHRYSLER CAPITAL,11/26/2016 0:00,Used Vehicle,Finance,"$13,280.00 "
62703,2GKALWEK2C6373856,89084B,"$10,990.00 ",2012,GMC,TERRAIN,75000,1st MID AMERICA,6/14/2019 0:00,Used Vehicle,Finance,"$9,450.00 "
62704-6701,1C6RD7MT5CS305387,24543A,"$30,392.00 ",2012,DODGE TRUCK,RAM 1500,0,PNC BANK NA,9/20/2013 0:00,New Vehicle,Finance,"$30,392.00 "
62558-9725,3C4PDCGG7JT475205,30021,"$33,235.00 ",2018,DODGE,JOURNEY (3.6L),75000,CHRYSLER CAPITAL,10/5/2018 0:00,New Vehicle,Finance,"$32,221.00 "
62704-3741,4S4BSBCC1G3215637,44912,"$27,100.00 ",2016,SUBARU,OUTBACK,0,CONVERSION - DO NOT USE,9/9/2015 0:00,Used Vehicle,Cash,"$27,100.00 "
62703-5305,JF2SH64669H762977,40822,"$27,391.00 ",2009,SUBARU,FORESTER 2.5X,70000,CONVERSION - DO NOT USE,11/26/2008 0:00,Used Vehicle,Cash,"$27,391.00 "
62703-3516,JF2GPABCXG8223845,45046,"$23,566.00 ",2016,SUBARU,CROSSTREK,0,CONVERSION - DO NOT USE,1/12/2016 0:00,Used Vehicle,Cash,"$23,566.00 "
62702,1C6RR7MT1GS259662,27786,"$52,959.00 ",2016,RAM,1500 (5.7L),100000,HEARTLAND CREDIT UNION,12/26/2016 0:00,New Vehicle,Finance,"$49,730.00 "
62033,5XYPG4A3XHG257716,K29201,"$31,200.00 ",2017,KIA,SORENTO,0,ALLY FINANCIAL,12/6/2016 0:00,New Vehicle,Finance,"$30,110.00 "
62644-6753,1C4RDJAG0EC484030,20024A,"$22,990.00 ",2014,DODGE,DURANGO,0,CEFCU,1/14/2019 0:00,Used Vehicle,Finance,"$21,490.00 "
62711-6245,1C6RR7LT6ES132355,25307,"$45,654.00 ",2014,RAM,1500 (5.7L),0,CHRYSLER CAPITAL,2/13/2014 0:00,New Vehicle,Finance,"$45,654.00 "
62704,1D7RB1GT6AS105256,2101A,"$15,990.00 ",2010,DODGE,RAM 1500 (5.7L),0,CEFCU,1/18/2019 0:00,Used Vehicle,Finance,"$15,990.00 "
62707,KNDPRCA68J7387186,K29504,"$36,029.00 ",2018,KIA,SPORTAGE,0,,3/28/2018 0:00,Used Vehicle,Cash,"$33,999.00 "
62677-3717,3D73Y4CL5BG595130,22515,"$47,740.00 ",2011,DODGE TRUCK,RAM 3500,0,CONVERSION - DO NOT USE,7/14/2011 0:00,New Vehicle,Finance,"$47,740.00 "
62656,4S4BSBCC3F3361973,45366A,"$25,990.00 ",2015,SUBARU,OUTBACK,36000,HEARTLAND CREDIT UNION,1/20/2017 0:00,Used Vehicle,Finance,"$23,837.00 "
62702,JM3KE4CY4F0431637,88292,"$21,986.00 ",2015,MAZDA,CX-5,0,HEARTLAND,3/13/2015 0:00,Used Vehicle,Finance,"$21,986.00 "
62363-3005,1C6RR7NT7GS315182,2295B,"$52,008.00 ",2016,RAM,1500,0,CHRYSLER CAPITAL,10/28/2016 0:00,Used Vehicle,Finance,"$47,475.00 "
62558-0774,KNDJN2A20G7866929,K29688A,"$19,115.00 ",2016,KIA,SOUL,100000,1st MID AMERICA,11/26/2016 0:00,Used Vehicle,Finance,"$18,562.00 "
62702,2C3CDYBT8DH652328,24410,"$34,438.00 ",2013,DODGE,CHALLENGER,0,CONVERSION - DO NOT USE,4/30/2013 0:00,New Vehicle,Cash,"$34,438.00 "
62712-9545,3C4PDCAB1CT231825,23445,"$21,520.62 ",2012,DODGE TRUCK,JOURNEY,0,US BANK NA,4/25/2012 0:00,New Vehicle,Finance,"$21,520.62 "
62684-8058,3C6TR5EJ2JG270613,29894M,"$60,789.00 ",2018,RAM,2500 (6.4L),0,,7/22/2019 0:00,Used Vehicle,Cash,"$49,990.00 "
62702-2810,2C3CDXCT7DH610869,24246,"$35,880.00 ",2013,DODGE,CHARGER,100015,CONVERSION - DO NOT USE,1/22/2013 0:00,New Vehicle,Finance,"$35,880.00 "
62703,KNDJP3A57F7802265,K29565A,"$13,699.00 ",2015,KIA,SOUL,16713,HEARTLAND CREDIT UNION,7/3/2018 0:00,Used Vehicle,Finance,"$13,699.00 "
62712,JF2SJADC8GH495173,45057,"$27,376.87 ",2016,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,1/14/2016 0:00,New Vehicle,Finance,"$27,376.87 "
62650-1837,3C4PDCAB3JT295278,29832,"$25,070.00 ",2018,DODGE,JOURNEY (2.4L),75000,CHRYSLER CAPITAL,6/1/2018 0:00,New Vehicle,Finance,"$25,070.00 "
61704,JF2GPAGC2E8257588,5003A,"$19,990.00 ",2014,SUBARU,CROSSTREK,0,,12/1/2018 0:00,Used Vehicle,Cash,"$18,786.88 "
62561-8120,JF2SH6DC9AH700550,43001,"$27,392.86 ",2010,SUBARU,FORESTER,0,HEARTLAND CREDIT UNION,6/17/2009 0:00,New Vehicle,Finance,"$27,392.86 "
62712-8966,1C6RR7NT5HS594150,29072,"$55,190.00 ",2017,RAM,1500,0,,2/28/2017 0:00,New Vehicle,Cash,"$55,413.00 "
62711,2C4RDGBG8DR562691,24075,"$24,490.00 ",2013,DODGE TRUCK,GRAND CARAVAN,0,JP MORGAN CHASE BANK NA,9/29/2012 0:00,New Vehicle,Finance,"$24,490.00 "
62711,2C4RDGCG2GR389396,27981,"$32,468.00 ",2016,DODGE,GRAND CARAVAN (3.6L),0,,12/17/2016 0:00,New Vehicle,Cash,"$33,157.00 "
62702,2C4RDGBG1JR177291,29650,"$28,824.00 ",2018,DODGE,GRAND CARAVAN,75000,HEARTLAND CREDIT UNION,4/21/2018 0:00,New Vehicle,Finance,"$28,824.00 "
62702,JA4AD3A32GZ009575,36715,"$28,039.50 ",2016,MITSUBISHI,OUTLANDER,0,HEARTLAND CREDIT UNION,11/14/2015 0:00,New Vehicle,Finance,"$28,039.50 "
62549,4S4BRCAC6B3364994,43567,"$25,255.00 ",2011,SUBARU,OUTBACK WAGON,0,CONVERSION - DO NOT USE,11/19/2010 0:00,New Vehicle,Cash,"$25,255.00 "
62704,5NPDH4AE3FH586491,K28791A,"$17,336.00 ",2015,HYUNDAI,ELANTRA,0,PNC BANK NA,6/15/2015 0:00,Used Vehicle,Finance,"$17,336.00 "
62704,3N1AB6AP6BL652966,44796A,"$10,998.00 ",2011,NISSAN,SENTRA,0,PNC BANK NA,8/6/2015 0:00,Used Vehicle,Finance,"$10,998.00 "
61802,JF2SJAHC0FH805454,44794,"$28,182.00 ",2015,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,6/3/2015 0:00,New Vehicle,Cash,"$28,182.00 "
62530,KNDJT2A23A7126370,23520A,"$15,800.00 ",2010,KIA,SOUL,0,HEARTLAND CREDIT UNION,6/25/2012 0:00,Used Vehicle,Finance,"$15,800.00 "
62704-2329,2C4RDGBG9FR600495,26376,"$19,990.00 ",2015,DODGE TRUCK,GRAND CARAVAN,0,CHRYSLER CAPITAL,2/18/2015 0:00,New Vehicle,Finance,"$19,990.00 "
62557,JM1GJ1W5XF1213335,26702A,"$25,995.00 ",2015,MAZDA,MAZDA6,0,HEARTLAND CREDIT UNION,8/15/2015 0:00,Used Vehicle,Finance,"$25,995.00 "
